2014/3/5,70
2014/6/16,70
2014/9/14,69
2014/3/9,69
2014/7/19,68
2014/6/7,68
2014/5/17,68
2014/8/12,67
2014/3/24,67
2014/3/30,67
2014/3/29,66
2014/1/14,64
2014/2/19,63
2014/1/21,63
2014/1/26,63
2014/5/31,63
2014/4/2,62
2014/4/3,61
2014/2/27,61
2014/1/27,61
2014/5/6,60
2014/3/4,60
2014/11/2,59
2013/12/17,57
2014/5/4,57
2014/4/4,56
2014/1/13,56
2014/9/13,55
2014/3/23,54
2014/3/21,53
2014/9/1,53
2014/1/17,53
2013/11/22,53
2014/8/16,52
2013/12/18,52
2014/2/20,51
2014/2/17,51
2014/2/14,51
2014/4/8,50
2014/6/29,49
2014/9/21,48
2014/8/17,48
2013/12/16,47
2013/12/13,46
2014/1/11,46
2014/1/16,46
2014/2/24,45
2014/1/28,45
2013/12/11,45
2013/12/19,45
2013/12/4,44
2013/12/5,44
2013/12/27,42
2013/12/26,42
2014/1/23,42
2013/12/31,42
2014/11/3,41
2014/1/18,41
2014/1/10,41
2013/11/29,41
2014/6/22,40
2014/4/27,40
2013/12/29,39
2013/11/12,39
2013/11/28,39
2014/6/15,38
2013/11/30,38
2013/12/30,38
2014/1/20,37
2014/2/21,37
2013/12/10,37
2014/2/26,37
2013/12/6,37
2013/12/24,37
2013/11/15,37
2014/1/6,37
2014/2/11,37
2013/12/20,36
2013/12/23,36
2013/12/9,36
2014/2/13,36
2013/12/12,35
2013/11/18,35
2013/11/7,35
2014/11/4,34
2014/3/3,34
2013/11/13,34
2014/1/9,34
2013/11/21,33
2014/2/10,33
2013/11/14,32
2013/12/25,31
2014/5/24,31
2013/11/26,31
2014/1/8,31
2014/4/1,30
2013/12/3,30
2013/11/27,30
2014/2/18,29
2013/11/20,29
2014/2/12,28
2014/2/25,28
2014/10/19,28
2013/11/25,28
2014/4/26,27
2014/2/7,27
2013/11/6,27
2014/1/7,26
2013/12/28,26
2013/12/21,25
2014/2/8,25
2014/2/22,23
2013/11/11,22
2014/1/2,22
2013/12/2,21
2013/11/16,21
2013/11/19,20
2014/1/19,20
2013/11/9,20
2013/11/8,19
2014/1/24,18
2014/11/5,17
2013/11/1,17
2014/3/22,17
2014/4/19,13
2014/1/29,13
2013/11/5,12
2014/3/8,12
2013/11/4,11
2014/5/18,8
2014/5/25,7
2014/2/23,6
2014/5/10,4
2014/3/1,3
2014/11/6,3
2014/1/12,3
2013/11/23,3
2014/11/7,1
2014/4/13,1
2014/5/1,1
2014/4/6,1
2014/4/7,1
2014/4/5,1
2014/11/8,1
2013/12/14,1
2014/3/15,1
2014/11/10,1
2014/3/2,1
