ThirdParty_Info_Period2_13,float64
ThirdParty_Info_Period2_14,float64
ThirdParty_Info_Period2_15,float64
ThirdParty_Info_Period2_16,float64
ThirdParty_Info_Period2_17,float64
ThirdParty_Info_Period3_1,float64
ThirdParty_Info_Period3_2,float64
ThirdParty_Info_Period3_3,float64
ThirdParty_Info_Period3_4,float64
ThirdParty_Info_Period3_5,float64
ThirdParty_Info_Period3_6,float64
ThirdParty_Info_Period3_7,float64
ThirdParty_Info_Period3_8,float64
ThirdParty_Info_Period3_9,float64
ThirdParty_Info_Period3_10,float64
ThirdParty_Info_Period3_11,float64
ThirdParty_Info_Period3_12,float64
ThirdParty_Info_Period3_13,float64
ThirdParty_Info_Period3_14,float64
ThirdParty_Info_Period3_15,float64
ThirdParty_Info_Period3_16,float64
ThirdParty_Info_Period3_17,float64
ThirdParty_Info_Period4_1,float64
ThirdParty_Info_Period4_2,float64
ThirdParty_Info_Period4_3,float64
ThirdParty_Info_Period4_4,float64
ThirdParty_Info_Period4_5,float64
ThirdParty_Info_Period4_6,float64
ThirdParty_Info_Period4_7,float64
ThirdParty_Info_Period4_8,float64
ThirdParty_Info_Period4_9,float64
ThirdParty_Info_Period4_10,float64
ThirdParty_Info_Period4_11,float64
ThirdParty_Info_Period4_12,float64
ThirdParty_Info_Period4_13,float64
ThirdParty_Info_Period4_14,float64
ThirdParty_Info_Period4_15,float64
ThirdParty_Info_Period4_16,float64
ThirdParty_Info_Period4_17,float64
ThirdParty_Info_Period5_1,float64
ThirdParty_Info_Period5_2,float64
ThirdParty_Info_Period5_3,float64
ThirdParty_Info_Period5_4,float64
ThirdParty_Info_Period5_5,float64
ThirdParty_Info_Period5_6,float64
ThirdParty_Info_Period5_7,float64
ThirdParty_Info_Period5_8,float64
ThirdParty_Info_Period5_9,float64
ThirdParty_Info_Period5_10,float64
ThirdParty_Info_Period5_11,float64
ThirdParty_Info_Period5_12,float64
ThirdParty_Info_Period5_13,float64
ThirdParty_Info_Period5_14,float64
ThirdParty_Info_Period5_15,float64
ThirdParty_Info_Period5_16,float64
ThirdParty_Info_Period5_17,float64
ThirdParty_Info_Period6_1,float64
ThirdParty_Info_Period6_2,float64
ThirdParty_Info_Period6_3,float64
ThirdParty_Info_Period6_4,float64
ThirdParty_Info_Period6_5,float64
ThirdParty_Info_Period6_6,float64
ThirdParty_Info_Period6_7,float64
ThirdParty_Info_Period6_8,float64
ThirdParty_Info_Period6_9,float64
ThirdParty_Info_Period6_10,float64
ThirdParty_Info_Period6_11,float64
ThirdParty_Info_Period6_12,float64
ThirdParty_Info_Period6_13,float64
ThirdParty_Info_Period6_14,float64
ThirdParty_Info_Period6_15,float64
ThirdParty_Info_Period6_16,float64
ThirdParty_Info_Period6_17,float64
ThirdParty_Info_Period7_1,float64
ThirdParty_Info_Period7_2,float64
ThirdParty_Info_Period7_3,float64
ThirdParty_Info_Period7_4,float64
ThirdParty_Info_Period7_5,float64
ThirdParty_Info_Period7_6,float64
ThirdParty_Info_Period7_7,float64
ThirdParty_Info_Period7_8,float64
ThirdParty_Info_Period7_9,float64
ThirdParty_Info_Period7_10,float64
ThirdParty_Info_Period7_11,float64
ThirdParty_Info_Period7_12,float64
ThirdParty_Info_Period7_13,float64
ThirdParty_Info_Period7_14,float64
ThirdParty_Info_Period7_15,float64
ThirdParty_Info_Period7_16,float64
ThirdParty_Info_Period7_17,float64
SocialNetwork_1,int64
SocialNetwork_2,int64
SocialNetwork_3,float64
SocialNetwork_4,float64
SocialNetwork_5,float64
SocialNetwork_6,float64
SocialNetwork_7,float64
SocialNetwork_8,float64
SocialNetwork_9,float64
SocialNetwork_10,float64
SocialNetwork_11,float64
SocialNetwork_12,float64
SocialNetwork_13,int64
SocialNetwork_14,int64
SocialNetwork_15,int64
SocialNetwork_16,int64
SocialNetwork_17,int64
target,float64
ListingInfo,object
flag,object
